Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:20,09:30,09:50,10:10,10:20,10:30,10:50,11:00,11:10,11:20,11:40,12:00,12:20,12:30,12:50,13:00,13:20,13:30,13:50,14:00,14:20,14:30
RVNL,PUT VOL,2103,1747,,,,,,,,,2103,2103,2103,2103,2103,,2103,2103,,2103,2103,2103,2103,2103,,2103,2103,2103,2103,,2103,2103
RVNL,PUT OI,6764,6764,,,,,,,,,6731,6731,6731,6731,6731,,6731,6731,,6731,6731,6731,6731,6731,,6731,6731,6731,6731,,6731,6731
SAIL,PRICE,179.0,183.75,,,,,180.54,179.51,196.26,195.19,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0
SAIL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,CASH VOL,8764231,8060794,2498227,40.33,45.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,F&O VOL,416,113,,,,,,,,,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
SAIL,F&O OI,51345,51345,,,,,,,,,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251,51251
SAIL,CALL VOL,29,10,,,,,,,,,29,29,29,29,29,,29,29,,29,29,29,29,29,,29,29,29,29,,29,29
SAIL,CALL OI,1486,1486,,,,,,,,,1490,1490,1490,1490,1490,,1490,1490,,1490,1490,1490,1490,1490,,1490,1490,1490,1490,,1490,1490
SAIL,PUT VOL,148,24,,,,,,,,,148,148,148,148,148,,148,148,,148,148,148,148,148,,148,148,148,148,,148,148
SAIL,PUT OI,2778,2778,,,,,,,,,2753,2753,2753,2753,2753,,2753,2753,,2753,2753,2753,2753,2753,,2753,2753,2753,2753,,2753,2753
SBICARD,PRICE,655.2,666.3,,,,,657.6,656.0,653.98,645.45,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0
SBICARD,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,CASH VOL,1571692,1286184,367363,61.18,55.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,F&O VOL,15950,10912,,,,,,,,,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950
SBICARD,F&O OI,46474,46474,,,,,,,,,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796,45796
SBICARD,CALL VOL,8005,4374,,,,,,,,,8005,8005,8005,8005,8005,,8005,8005,,8005,8005,8005,8005,8005,,8005,8005,8005,8005,,8005,8005
SBICARD,CALL OI,8027,8027,,,,,,,,,7448,7448,7448,7448,7448,,7448,7448,,7448,7448,7448,7448,7448,,7448,7448,7448,7448,,7448,7448
SBICARD,PUT VOL,3504,2234,,,,,,,,,3504,3504,3504,3504,3504,,3504,3504,,3504,3504,3504,3504,3504,,3504,3504,3504,3504,,3504,3504
SBICARD,PUT OI,5623,5623,,,,,,,,,5114,5114,5114,5114,5114,,5114,5114,,5114,5114,5114,5114,5114,,5114,5114,5114,5114,,5114,5114
SBILIFE,PRICE,1684.7,1700.6,,,,,1684.58,1684.35,1763.73,1741.2,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0,1684.0
SBILIFE,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,CASH VOL,308631,855621,107085,56.15,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,F&O VOL,9644,11630,,,,,,,,,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644,9644
SBILIFE,F&O OI,40188,40188,,,,,,,,,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557,39557
SBILIFE,CALL VOL,4267,5477,,,,,,,,,4267,4267,4267,4267,4267,,4267,4267,4267,4267,4267,4267,4267,4267,,4267,4267,4267,4267,,4267,4267
SBILIFE,CALL OI,4317,4317,,,,,,,,,4364,4364,4364,4364,4364,,4364,4364,4364,4364,4364,4364,4364,4364,,4364,4364,4364,4364,,4364,4364
SBILIFE,PUT VOL,2220,2791,,,,,,,,,2220,2220,2220,2220,2220,,2220,2220,2220,2220,2220,2220,2220,2220,,2220,2220,2220,2220,,2220,2220
SBILIFE,PUT OI,4050,4050,,,,,,,,,4251,4251,4251,4251,4251,,4251,4251,4251,4251,4251,4251,4251,4251,,4251,4251,4251,4251,,4251,4251
SBIN,PRICE,995.7,1009.7,,,,,997.45,996.28,1026.05,1019.42,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0
SBIN,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,CASH VOL,7771109,5504031,2031938,53.86,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,F&O VOL,152836,104092,,,,,,,,,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836,152836
SBIN,F&O OI,286902,286902,,,,,,,,,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628,292628
SBIN,CALL VOL,64268,43417,,,,,,,,,64268,64268,64268,64268,64268,,64268,64268,,64268,64268,64268,64268,64268,,64268,64268,64268,64268,,64268,64268
SBIN,CALL OI,38123,38123,,,,,,,,,42696,42696,42696,42696,42696,,42696,42696,,42696,42696,42696,42696,42696,,42696,42696,42696,42696,,42696,42696
SBIN,PUT VOL,47630,32394,,,,,,,,,47630,47630,47630,47630,47630,,47630,47630,,47630,47630,47630,47630,47630,,47630,47630,47630,47630,,47630,47630
SBIN,PUT OI,34658,34658,,,,,,,,,34965,34965,34965,34965,34965,,34965,34965,,34965,34965,34965,34965,34965,,34965,34965,34965,34965,,34965,34965
SHREECEM,PRICE,22570.0,22785.0,,,,,22555.0,22525.0,23770.0,23600.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0,22570.0
SHREECEM,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,CASH VOL,16171,9990,3820,54.13,45.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,F&O VOL,7278,7103,,,,,,,,,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278
SHREECEM,F&O OI,23282,23282,,,,,,,,,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624,23624
SHREECEM,CALL VOL,803,288,,,,,,,,,803,803,803,803,803,,803,803,,803,803,803,803,803,,803,803,803,803,,803,803
SHREECEM,CALL OI,421,421,,,,,,,,,580,580,580,580,580,,580,580,,580,580,580,580,580,,580,580,580,580,,580,580
SHREECEM,PUT VOL,880,439,,,,,,,,,880,880,880,880,880,,880,880,,880,880,880,880,880,,880,880,880,880,,880,880
SHREECEM,PUT OI,1162,1162,,,,,,,,,1190,1190,1190,1190,1190,,1190,1190,,1190,1190,1190,1190,1190,,1190,1190,1190,1190,,1190,1190
SHRIRAMFIN,PRICE,1028.6,1038.0,,,,,1027.02,1023.85,1047.5,1043.17,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0
SHRIRAMFIN,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,CASH VOL,3171217,2757241,752233,57.19,59.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,F&O VOL,26151,17764,,,,,,,,,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151,26151
SHRIRAMFIN,F&O OI,63888,63888,,,,,,,,,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922,63922
SHRIRAMFIN,CALL VOL,10974,8948,,,,,,,,,10974,10974,10974,10974,10974,,10974,10974,,10974,10974,10974,10974,10974,,10974,10974,10974,10974,,10974,10974
SHRIRAMFIN,CALL OI,10406,10406,,,,,,,,,10316,10316,10316,10316,10316,,10316,10316,,10316,10316,10316,10316,10316,,10316,10316,10316,10316,,10316,10316
SHRIRAMFIN,PUT VOL,10886,4468,,,,,,,,,10886,10886,10886,10886,10886,,10886,10886,,10886,10886,10886,10886,10886,,10886,10886,10886,10886,,10886,10886
SHRIRAMFIN,PUT OI,9430,9430,,,,,,,,,9822,9822,9822,9822,9822,,9822,9822,,9822,9822,9822,9822,9822,,9822,9822,9822,9822,,9822,9822
SIEMENS,PRICE,3957.0,3954.4,,,,,3940.57,3907.7,4039.05,3997.68,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0,3957.0
SIEMENS,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,CASH VOL,172514,227398,50277,27.0,52.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,F&O VOL,10781,6065,,,,,,,,,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781,10781
SIEMENS,F&O OI,37223,37223,,,,,,,,,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541,37541
SIEMENS,CALL VOL,5804,3301,,,,,,,,,5804,5804,5804,5804,5804,,5804,5804,,5804,5804,5804,5804,5804,,5804,5804,5804,5804,,5804,5804
SIEMENS,CALL OI,7264,7264,,,,,,,,,7525,7525,7525,7525,7525,,7525,7525,,7525,7525,7525,7525,7525,,7525,7525,7525,7525,,7525,7525
SIEMENS,PUT VOL,2344,1051,,,,,,,,,2344,2344,2344,2344,2344,,2344,2344,,2344,2344,2344,2344,2344,,2344,2344,2344,2344,,2344,2344
SIEMENS,PUT OI,5192,5192,,,,,,,,,5297,5297,5297,5297,5297,,5297,5297,,5297,5297,5297,5297,5297,,5297,5297,5297,5297,,5297,5297
SOLARINDS,PRICE,22290.0,22370.0,,,,,22315.0,22298.33,21214.17,20752.5,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0
SOLARINDS,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,CASH VOL,148838,58690,26073,46.78,40.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,F&O VOL,49310,23712,,,,,,,,,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310,49310
SOLARINDS,F&O OI,46311,46311,,,,,,,,,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483,47483
SOLARINDS,CALL VOL,21265,9134,,,,,,,,,21265,21265,21265,21265,21265,,21265,21265,,21265,21265,21265,21265,21265,,21265,21265,21265,21265,,21265,21265
SOLARINDS,CALL OI,9947,9947,,,,,,,,,10178,10178,10178,10178,10178,,10178,10178,,10178,10178,10178,10178,10178,,10178,10178,10178,10178,,10178,10178
SOLARINDS,PUT VOL,10057,5982,,,,,,,,,10057,10057,10057,10057,10057,,10057,10057,,10057,10057,10057,10057,10057,,10057,10057,10057,10057,,10057,10057
SOLARINDS,PUT OI,5903,5903,,,,,,,,,6295,6295,6295,6295,6295,,6295,6295,,6295,6295,6295,6295,6295,,6295,6295,6295,6295,,6295,6295
SONACOMS,PRICE,788.0,803.5,,,,,793.42,789.81,789.45,789.15,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0
SONACOMS,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,CASH VOL,832096,1517259,218107,48.61,37.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,F&O VOL,7584,9890,,,,,,,,,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584,7584
SONACOMS,F&O OI,19955,19955,,,,,,,,,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369,19369
SONACOMS,CALL VOL,3060,4873,,,,,,,,,3060,3060,3060,3060,3060,,3060,3060,,3060,3060,3060,3060,3060,,3060,3060,3060,3060,,3060,3060
SONACOMS,CALL OI,2844,2844,,,,,,,,,3051,3051,3051,3051,3051,,3051,3051,,3051,3051,3051,3051,3051,,3051,3051,3051,3051,,3051,3051
SONACOMS,PUT VOL,1082,1418,,,,,,,,,1082,1082,1082,1082,1082,,1082,1082,,1082,1082,1082,1082,1082,,1082,1082,1082,1082,,1082,1082
SONACOMS,PUT OI,3110,3110,,,,,,,,,3086,3086,3086,3086,3086,,3086,3086,,3086,3086,3086,3086,3086,,3086,3086,3086,3086,,3086,3086
SRF,PRICE,2482.4,2519.0,,,,,2484.0,2482.93,2590.1,2561.37,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0,2482.0
SRF,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,CASH VOL,288552,210831,89802,53.12,40.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,F&O VOL,11905,11206,,,,,,,,,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905,11905
SRF,F&O OI,33488,33488,,,,,,,,,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738,33738
SRF,CALL VOL,6109,7431,,,,,,,,,6109,6109,6109,6109,6109,,6109,6109,,6109,6109,,6109,6109,,6109,6109,6109,6109,,6109,6109
SRF,CALL OI,5206,5206,,,,,,,,,5494,5494,5494,5494,5494,,5494,5494,,5494,5494,,5494,5494,,5494,5494,5494,5494,,5494,5494
SRF,PUT VOL,2723,1622,,,,,,,,,2723,2723,2723,2723,2723,,2723,2723,,2723,2723,,2723,2723,,2723,2723,2723,2723,,2723,2723
SRF,PUT OI,4413,4413,,,,,,,,,4307,4307,4307,4307,4307,,4307,4307,,4307,4307,,4307,4307,,4307,4307,4307,4307,,4307,4307
SUNPHARMA,PRICE,1840.0,1861.0,,,,,1844.25,1841.42,1921.75,1906.58,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,1840.0
SUNPHARMA,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,CASH VOL,1445071,1178648,392289,71.97,66.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,F&O VOL,42405,30309,,,,,,,,,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405,42405
SUNPHARMA,F&O OI,85809,85809,,,,,,,,,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582,86582
SUNPHARMA,CALL VOL,23911,15485,,,,,,,,,23911,23911,23911,23911,23911,,23911,23911,,23911,23911,23911,23911,23911,,23911,23911,23911,23911,,23911,23911
SUNPHARMA,CALL OI,13697,13697,,,,,,,,,15241,15241,15241,15241,15241,,15241,15241,,15241,15241,15241,15241,15241,,15241,15241,15241,15241,,15241,15241
SUNPHARMA,PUT VOL,10555,8876,,,,,,,,,10555,10555,10555,10555,10555,,10555,10555,,10555,10555,10555,10555,10555,,10555,10555,10555,10555,,10555,10555
SUNPHARMA,PUT OI,10749,10749,,,,,,,,,10722,10722,10722,10722,10722,,10722,10722,,10722,10722,10722,10722,10722,,10722,10722,10722,10722,,10722,10722
SUPREMEIND,PRICE,3364.4,3510.0,,,,,3431.75,3386.85,3528.35,3492.78,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0,3364.0
SUPREMEIND,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,CASH VOL,130229,54496,53086,39.45,53.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,F&O VOL,9996,2280,,,,,,,,,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996
SUPREMEIND,F&O OI,19479,19479,,,,,,,,,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110,20110
SUPREMEIND,CALL VOL,2914,615,,,,,,,,,2914,2914,2914,2914,2914,,2914,2914,,2914,2914,,2914,2914,,2914,2914,2914,2914,,2914,2914
SUPREMEIND,CALL OI,1194,1194,,,,,,,,,1417,1417,1417,1417,1417,,1417,1417,,1417,1417,,1417,1417,,1417,1417,1417,1417,,1417,1417
SUPREMEIND,PUT VOL,3040,396,,,,,,,,,3040,3040,3040,3040,3040,,3040,3040,,3040,3040,,3040,3040,,3040,3040,3040,3040,,3040,3040
SUPREMEIND,PUT OI,1606,1606,,,,,,,,,1803,1803,1803,1803,1803,,1803,1803,,1803,1803,,1803,1803,,1803,1803,1803,1803,,1803,1803
SUZLON,PRICE,44.12,44.22,,,,,44.03,43.86,45.71,45.47,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
SUZLON,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON,CASH VOL,52777120,43668900,12477087,39.65,45.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON,F&O VOL,18126,18436,,,,,,,,,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126,18126
SUZLON,F&O OI,60583,60583,,,,,,,,,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327,61327
SUZLON,CALL VOL,8652,9089,,,,,,,,,8652,8652,8652,8652,8652,,8652,8652,,8652,8652,8652,8652,8652,,8652,8652,8652,8652,,8652,8652
SUZLON,CALL OI,7324,7324,,,,,,,,,7904,7904,7904,7904,7904,,7904,7904,,7904,7904,7904,7904,7904,,7904,7904,7904,7904,,7904,7904
SUZLON,PUT VOL,3126,2965,,,,,,,,,3126,3126,3126,3126,3126,,3126,3126,,3126,3126,3126,3126,3126,,3126,3126,3126,3126,,3126,3126
SUZLON,PUT OI,4212,4212,,,,,,,,,4284,4284,4284,4284,4284,,4284,4284,,4284,4284,4284,4284,4284,,4284,4284,4284,4284,,4284,4284
SWIGGY,PRICE,278.2,279.0,,,,,278.38,278.26,275.02,272.88,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0
SWIGGY,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,CASH VOL,17233642,11468920,3395905,45.42,47.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,F&O VOL,31394,28107,,,,,,,,,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394,31394
SWIGGY,F&O OI,92120,92120,,,,,,,,,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625,92625
SWIGGY,CALL VOL,16237,15030,,,,,,,,,16237,16237,16237,16237,16237,,16237,16237,,16237,16237,,16237,16237,,16237,16237,16237,16237,,16237,16237
SWIGGY,CALL OI,15094,15094,,,,,,,,,16052,16052,16052,16052,16052,,16052,16052,,16052,16052,,16052,16052,,16052,16052,16052,16052,,16052,16052
SWIGGY,PUT VOL,6175,5846,,,,,,,,,6175,6175,6175,6175,6175,,6175,6175,,6175,6175,,6175,6175,,6175,6175,6175,6175,,6175,6175
SWIGGY,PUT OI,13198,13198,,,,,,,,,13225,13225,13225,13225,13225,,13225,13225,,13225,13225,,13225,13225,,13225,13225,13225,13225,,13225,13225
TATACONSUM,PRICE,991.0,999.6,,,,,994.0,992.0,1017.7,1012.57,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0
TATACONSUM,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,CASH VOL,905959,1001929,234214,58.13,62.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,F&O VOL,9882,8966,,,,,,,,,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882
TATACONSUM,F&O OI,51032,51032,,,,,,,,,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161,51161
TATACONSUM,CALL VOL,3988,3285,,,,,,,,,3988,3988,3988,3988,3988,,3988,3988,,3988,3988,,3988,3988,,3988,3988,3988,3988,,3988,3988
TATACONSUM,CALL OI,2804,2804,,,,,,,,,3062,3062,3062,3062,3062,,3062,3062,,3062,3062,,3062,3062,,3062,3062,3062,3062,,3062,3062
TATACONSUM,PUT VOL,2163,2299,,,,,,,,,2163,2163,2163,2163,2163,,2163,2163,,2163,2163,,2163,2163,,2163,2163,2163,2163,,2163,2163
TATACONSUM,PUT OI,5737,5737,,,,,,,,,5845,5845,5845,5845,5845,,5845,5845,,5845,5845,,5845,5845,,5845,5845,5845,5845,,5845,5845
TATAELXSI,PRICE,3383.0,3409.0,,,,,3392.35,3386.12,3592.25,3569.42,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0,3383.0
TATAELXSI,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI,CASH VOL,112924,208936,40490,43.19,23.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI,F&O VOL,10844,17016,,,,,,,,,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844,10844
TATAELXSI,F&O OI,36247,36247,,,,,,,,,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078,37078
TATAELXSI,CALL VOL,4288,8842,,,,,,,,,4288,4288,4288,4288,4288,,4288,4288,,4288,4288,,4288,4288,,4288,4288,4288,4288,,4288,4288
TATAELXSI,CALL OI,3533,3533,,,,,,,,,3885,3885,3885,3885,3885,,3885,3885,,3885,3885,,3885,3885,,3885,3885,3885,3885,,3885,3885
TATAELXSI,PUT VOL,1806,2720,,,,,,,,,1806,1806,1806,1806,1806,,1806,1806,,1806,1806,,1806,1806,,1806,1806,1806,1806,,1806,1806
TATAELXSI,PUT OI,3570,3570,,,,,,,,,3676,3676,3676,3676,3676,,3676,3676,,3676,3676,,3676,3676,,3676,3676,3676,3676,,3676,3676
TATAPOWER,PRICE,364.65,367.0,,,,,365.17,364.83,364.98,358.95,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0
TATAPOWER,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,CASH VOL,2425732,2896528,882101,53.5,42.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,F&O VOL,16505,16155,,,,,,,,,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505,16505
TATAPOWER,F&O OI,94209,94209,,,,,,,,,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537,94537
TATAPOWER,CALL VOL,9217,8536,,,,,,,,,9217,9217,9217,9217,9217,,9217,9217,,9217,9217,,9217,9217,,9217,9217,9217,9217,,9217,9217
TATAPOWER,CALL OI,15738,15738,,,,,,,,,15951,15951,15951,15951,15951,,15951,15951,,15951,15951,,15951,15951,,15951,15951,15951,15951,,15951,15951
TATAPOWER,PUT VOL,4698,4669,,,,,,,,,4698,4698,4698,4698,4698,,4698,4698,,4698,4698,,4698,4698,,4698,4698,4698,4698,,4698,4698
TATAPOWER,PUT OI,15194,15194,,,,,,,,,14964,14964,14964,14964,14964,,14964,14964,,14964,14964,,14964,14964,,14964,14964,14964,14964,,14964,14964
TATASTEEL,PRICE,183.0,186.78,,,,,182.84,182.51,187.75,185.67,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0
TATASTEEL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,CASH VOL,31510206,23334612,7626823,50.34,54.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,F&O VOL,75791,65875,,,,,,,,,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791
TATASTEEL,F&O OI,175934,175934,,,,,,,,,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036,179036
TATASTEEL,CALL VOL,35724,27426,,,,,,,,,35724,35724,35724,35724,35724,,35724,35724,,35724,35724,,35724,35724,,35724,35724,35724,35724,,35724,35724
TATASTEEL,CALL OI,22839,22839,,,,,,,,,24942,24942,24942,24942,24942,,24942,24942,,24942,24942,,24942,24942,,24942,24942,24942,24942,,24942,24942
